,mpa_id,search,plan_id,notes,network,name,orig_name,country,sovereign,sub_locati,designatio,designat_1,designat_2,marine,status,status_yea,no_take,no_take_ar,rep_m_area,calc_m_are,rep_area,calc_area,fishing,fishing_in
830,9392,NF,NA,NA,NA,Two Foot Bay Sanctuary,NA,ATG,ATG,Barbuda,Marine Protected Area,NA,National,1,Designated,2014,All,48.21451766,0,48.21451766,0,48.43893464,No,Marine Sanctuary; no-take reserve.
832,8910,NF,NA,NA,NA,Aguirre,NA,PRI,USA,US-PR,Bosque Estatal,Commonwealth Forest,National,1,Designated,1983,Not Reported,0,3,0.03247005385,4,4.334091526,No,Commercial and Recreational Fishing Prohibited
835,8619,NF,NA,NA,NA,Hind Bank,NA,VIR,USA,NA,Marine Conservation District,Marine Conservation District,National,1,Designated,1989,All,44.39324992,0,44.39324992,0,44.39324992,No,Commercial and Recreational Fishing Prohibited
837,7500,NF,NA,NA,NA,Tres Palmas Marine Reserve,NA,PRI,USA,US-PR,Reserva Marina,Marine Reserve,National,1,Designated,2004,All,0.7423789507,0,0.7423789507,0,0.826678903,No,Commercial and Recreational Fishing Prohibited
849,4740,NF,NA,NA,NA,Swallow Caye,Swallow Caye,BLZ,BLZ,BZ-BZ,Wildlife Sanctuary,Wildlife Sanctuary,National,1,Designated,2002,Not Reported,0,32,31.70910696,36,36.36171584,Some Restrictions,"No management plan. Repported as entirely no-take but no way to evaluate without mgmt plan in place. 

Does not usually permit commercial fishing - however the revised National Protected Areas System Act allows for re-categorizing as a Wildlife Sanctua"
851,3816,NF,NA,NA,NA,George Town Marine Park,Old Pageant Beach - Sand Cay Apartments (Grand Cayman),CYM,GBR,KY,Marine Park,Marine Park,National,1,Designated,1986,All,2.410017226,2,2.410017226,2,2.473008823,Some Restrictions,"Marine Park Zone
•No taking of any marine life alive or dead, except: 
◦Line fishing from shore is permitted;
◦Line fishing at depths of 80 ft or greater is permitted;
◦Taking fry and sprat with a fry or cast net is permitted. NOTE: fish trap"
853,3701,NF,NA,Exists for 2017-2013 but requires access to download,NA,Jardines de la Reina,Jardines de la Reina,CUB,CUB,Not Reported,Parque Nacional,National Park,National,1,Designated,2010,Part,191.498111,2009,1914.98111,2170,2163.388886,Some Restrictions,"All fishing banned except lobster. No commercial fishing in the reserve area. 500 catch and release fishermen and 1,000 divers are permitted to enter the Gardens each year."
861,2657,NF,NA,NA,NA,Marino las Baulas de Guanacaste,Marino las Baulas de Guanacaste,CRI,CRI,Not Reported,Parque Nacional,National Park,National,2,Designated,1991,Not Reported,0,251,251.6190279,251,260.9992625,Some Restrictions,NA
874,1004,NF,NA,NA,NA,Preston Bay Marine Park,Preston Bay - Main Channel MP (Little Cayman),CYM,GBR,KY,Marine Park,Marine Park,National,1,Designated,1986,All,1.011302231,1,1.011302231,1,1.014807646,Some Restrictions,"Marine Park Zone
•No taking of any marine life alive or dead, except: 
◦Line fishing from shore is permitted;
◦Line fishing at depths of 80 ft or greater is permitted;
◦Taking fry and sprat with a fry or cast net is permitted. NOTE: fish trap"
875,1003,NF,NA,NA,NA,Bloody Bay Marine Park,Bloody Bay - Jackson Point (Little Cayman),CYM,GBR,KY,Marine Park,Marine Park,National,1,Designated,1986,All,2.03276962,2,2.03276962,2,2.044254393,Some Restrictions,"Marine Park Zone
•No taking of any marine life alive or dead, except: 
◦Line fishing from shore is permitted;
◦Line fishing at depths of 80 ft or greater is permitted;
◦Taking fry and sprat with a fry or cast net is permitted. NOTE: fish trap"
876,1002,NF,NA,NA,NA,Jennifer Bay - Deep Well Marine Park,Jennifer Bay - Deep Well (Cayman Brac),CYM,GBR,KY,Marine Park,Marine Park,National,1,Designated,1986,All,0.5679170658,0,0.5679170658,0,0.706225969,Some Restrictions,"Marine Park Zone
•No taking of any marine life alive or dead, except: 
◦Line fishing from shore is permitted;
◦Line fishing at depths of 80 ft or greater is permitted;
◦Taking fry and sprat with a fry or cast net is permitted. NOTE: fish trap"
877,1001,NF,NA,NA,NA,Dick Sessingers Bay - Beach Point Marine Park,Dick Sessingers Bay - Beach Point (Cayman Brac),CYM,GBR,KY,Marine Park,Marine Park,National,2,Designated,1986,All,1.90012013,2,1.90012013,2,2.181170382,Some Restrictions,"Marine Park Zone
•No taking of any marine life alive or dead, except: 
◦Line fishing from shore is permitted;
◦Line fishing at depths of 80 ft or greater is permitted;
◦Taking fry and sprat with a fry or cast net is permitted. NOTE: fish trap"
878,1000,NF,NA,NA,NA,White Bay Marine Park,Scotts Anchorage - White Bay (Cayman Brac),CYM,GBR,KY,Marine Park,Marine Park,National,1,Designated,1986,All,0.3379172047,0,0.3379172047,0,0.3805330402,Some Restrictions,"Marine Park Zone
•No taking of any marine life alive or dead, except: 
◦Line fishing from shore is permitted;
◦Line fishing at depths of 80 ft or greater is permitted;
◦Taking fry and sprat with a fry or cast net is permitted. NOTE: fish trap"
879,994,NF,NA,NA,NA,Environmental Zone,Little Sound (Grand Cayman),CYM,GBR,KY,Environmental Zone,Environmental Zone,National,1,Designated,1986,All,9.414744468,17,9.414744468,17,17.02662272,No,"Environmental Zone
•No taking of any marine life, alive or dead with no exceptions.


"
880,993,NF,NA,NA,NA,Rum Point Marine Park,Bowse Bluff - Rum Point (Grand Cayman),CYM,GBR,KY,Marine Park,Marine Park,National,1,Designated,1986,All,0.4779972339,0,0.4779972339,0,0.4779973741,Some Restrictions,"Marine Park Zone
•No taking of any marine life alive or dead, except: 
◦Line fishing from shore is permitted;
◦Line fishing at depths of 80 ft or greater is permitted;
◦Taking fry and sprat with a fry or cast net is permitted. NOTE: fish trap"
881,992,NF,NA,NA,NA,Seven Mile Beach Marine Park,Victoria House- Treasure Island Resort (Grand Cayman),CYM,GBR,KY,Marine Park,Marine Park,National,1,Designated,1986,All,5.30932514,5,5.30932514,5,5.365336465,Some Restrictions,"Marine Park Zone
•No taking of any marine life alive or dead, except: 
◦Line fishing from shore is permitted;
◦Line fishing at depths of 80 ft or greater is permitted;
◦Taking fry and sprat with a fry or cast net is permitted. NOTE: fish trap"
882,991,NF,NA,NA,NA,West Bay Bight Marine Park,North West Point - West Bay Cemetery (Grand Cayman),CYM,GBR,KY,Marine Park,Marine Park,National,1,Designated,1986,All,1.535884399,1,1.535884399,1,1.665635847,Some Restrictions,"Marine Park Zone
•No taking of any marine life alive or dead, except: 
◦Line fishing from shore is permitted;
◦Line fishing at depths of 80 ft or greater is permitted;
◦Taking fry and sprat with a fry or cast net is permitted. NOTE: fish trap"
883,990,NF,NA,NA,NA,Spanish Bay Marine Park,Spanish Cove Resort - Jetty (Grand Cayman),CYM,GBR,KY,Marine Park,Marine Park,National,1,Designated,1986,All,0.1149347411,0,0.1149347411,0,0.1161984228,Some Restrictions,"Marine Park Zone
•No taking of any marine life alive or dead, except: 
◦Line fishing from shore is permitted;
◦Line fishing at depths of 80 ft or greater is permitted;
◦Taking fry and sprat with a fry or cast net is permitted. NOTE: fish trap"
884,931,NF,NA,NA,NA,Ostional,Ostional,CRI,CRI,Not Reported,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,1,Designated,1983,Not Reported,0,0,79.62468545,5,85.58669657,Some Restrictions,community members allowed to harvest sea turtle eggs
886,908,NF,NA,NA,NA,Isla del Cano,Isla del Cano,CRI,CRI,Not Reported,Reserva Biologica,Biological Reserve,National,2,Designated,1976,Not Reported,0,52,52.08333417,52,55.2849921,No,subsistance fishing may be permited
893,21,NF,NA,NA,NA,Santa Rosa,Santa Rosa,CRI,CRI,CR-G,Parque Nacional,National Park,National,1,Designated,1966,Not Reported,0,308,423.1761442,308,817.9554404,No,NA
896,2,NF,NA,NA,NA,Palaster Reef,Palaster Reef,ATG,ATG,Not Reported,Marine Reserve,Marine Reserve,National,2,Designated,1973,All,3.833094228,3,3.833094228,0,3.833094262,No,NA
897,1,NF,NA,NA,NA,Diamond Reef and Salt Fish Tail Reef,Diamond Reef,ATG,ATG,Not Reported,Marine Reserve,Marine Reserve,National,2,Designated,1973,All,14.58780762,14,14.58780762,0,14.58780762,No,NA
905,68807545,NF,NA,NA,NA,Crab Cay Marine Reserve,Crab Cay Marine Reserve,BHS,BHS,BS-CO,Fisheries Reserve,Fisheries Reserve,National,1,Designated,2010,All,3.309706832,4,3.309706832,3,3.449358575,No,No commercial or recreational fishing allowed.
906,68807528,NF,NA,NA,NA,Jewfish Cay Marine Reserve,Jewfish Cay Marine Reserve,BHS,BHS,BS-EX,Marine Reserve,Marine Reserve,National,2,Designated,2009,All,121.3882447,0,121.3882447,126,125.9760593,Unknown,NA
913,6052,NF,NA,NA,NA,Pelican Cays Land And Sea Park,Pelican Cays Land And Sea Park,BHS,BHS,BS-CO,National Park,National Park,National,2,Designated,1972,All,8.362951746,0,8.362951746,8,8.72446198,Unknown,NA
914,5874,NF,NA,NA,NA,Exuma Cays Land & Sea Park,Exuma Cays Land & Sea Park,BHS,BHS,BS-EX,National Park,National Park,National,2,Designated,1958,All,577.2927486,0,577.2927486,583,581.9277452,No,NA
915,1684,NF,NA,NA,NA,South Shore Park Southampton,South Shore Park Southampton,BMU,GBR,Not Reported,Park,Park,National,1,Designated,1986,All,0.06116835836,0,0.06116835836,0,0.3833656246,Unknown,NA
916,977,NF,NA,NA,NA,Castle Harbour Islands,Castle Harbour Islands,BMU,GBR,Not Reported,Nature Reserve,Nature Reserve,National,1,Designated,1986,All,0.1589843546,0,0.1589843546,0,0.3022199715,Unknown,NA
920,7700175,NF,NA,NA,NA,Arrábida,Arrábida,PRT,PRT,Not Reported,Parque Natural,Nature Park,National,1,Designated,1976,Part,4.32,52,51.51277207,176,176.5972183,Some Restrictions,http://www.icnf.pt/cn/ICNPortal/vPT2007-AP-arrabida
921,14330,NF,NA,NA,NA,El Cachucho,El Cachucho,ESP,ESP,Not Reported,Área Marina Protegida,Marine Protected Area,National,2,Designated,2011,Not Reported,0,2350,2350.11643,2350,2350.116429,Some Restrictions,"Article 34f - Measures for the protection of a vulnerable deep-sea habitat in ICES division VIIIc

1.   It shall be prohibited to conduct bottom trawling and fishing with static gear, including bottom set gillnets and bottom set longlines, within the a"
922,11859,NF,NA,Exists but required login to acces,NA,Litoral Norte,Litoral Norte,PRT,PRT,Not Reported,Parque Natural,Nature Park,National,1,Designated,1987,Not Reported,0,74,77.52076437,87,87.61123243,Some Restrictions,NA
923,7256,NF,NA,NA,NA,Acantilados De Maro Cerro Gordo,Acantilados De Maro Cerro Gordo,ESP,ESP,ES-AN,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,1,Adopted,2003,Part,1.286438787,14,12.86438787,18,18.16736,Unknown,NA
930,924,NF,NA,NA,NA,Landes De Gascogne,Landes De Gascogne,FRA,FRA,Not Reported,Parc Naturel Régional,Regional Nature Park,National,1,Designated,1970,Not Reported,0,0,16.37610199,3171.09915,3166.15274,Some Restrictions,"Fishing  (6-18 year-olds): two small ponds, with determination keys to help recognise the fish you catch"
931,897,NF,NA,NA,NA,Sous Massa National Park,Sous Massa National Park,MAR,MAR,SUD - OUEST,Parc National,National Park,National,1,Designated,1991,All,127.5573728,129,127.5573728,468,467.4491614,No,NA
932,175,NF,NA,NA,NA,Arrábida,Arrábida,PRT,PRT,Not Reported,Parque Natural,Nature Park,National,1,Designated,1976,Not Reported,0,52,51.51277207,176,176.5972183,Some Restrictions,http://www.icnf.pt/cn/ICNPortal/vPT2007-AP-arrabida
936,9024,NF,NA,NA,NA,Tongue Point,NA,USA,USA,US-WA,Marine Life Sanctuary,Marine Life Sanctuary,National,1,Designated,1989,All,0.04987956991,0,0.04987956991,0,0.7017487127,No,"The tide pools in front of Salt Creek Recreation Area are rich with marine life and are designated as a Marine Life Sanctuary. This means ""do not remove anything from the shoreline, including all marine life, shells, rocks, and driftwood"". 
No harvest o"
937,9021,NF,NA,NA,NA,Niawiakum River,NA,USA,USA,US-WA,Natural Area Preserve,Natural Area Preserve,National,1,Designated,1987,All,0.0001544530524,2,0.0001544530524,2,2.387695037,No,Commercial and Recreational Fishing Prohibited
938,9020,NF,NA,NA,NA,Bone River,NA,USA,USA,US-WA,Natural Area Preserve,Natural Area Preserve,National,1,Designated,1987,All,0.001903815418,10,0.001903815418,10,10.69466876,No,Commercial and Recreational Fishing Prohibited
939,9019,NF,NA,NA,NA,North Bay,NA,USA,USA,US-WA,Natural Area Preserve,Natural Area Preserve,National,1,Designated,1988,All,1.618250398,0,1.618250398,0,4.253769437,No,Commercial and Recreational Fishing Prohibited
941,9015,NF,NA,NA,NA,Skookum Inlet,NA,USA,USA,US-WA,Natural Area Preserve,Natural Area Preserve,National,1,Designated,1986,All,0.1615694919,0,0.1615694919,0,0.4398672379,No,Commercial and Recreational Fishing Prohibited
942,9014,NF,NA,NA,NA,Kennedy Creek,NA,USA,USA,US-WA,Natural Area Preserve,Natural Area Preserve,National,1,Designated,1990,All,0.03955528622,0,0.03955528622,0,0.4525626161,No,Commercial and Recreational Fishing Prohibited
943,9012,NF,NA,NA,NA,Saltwater State Park,NA,USA,USA,US-WA,Marine Preserve,Marine Preserve,National,1,Designated,1970,All,0.04295515476,0,0.04295515476,0,0.04295515476,No,Recreational and Commercial Fishing Restricted
944,9003,NF,NA,NA,NA,Keystone,NA,USA,USA,US-WA,Conservation Area,Conservation Area,National,1,Designated,2002,All,0.04345875369,0,0.04345875369,0,0.04612644356,No,Commercial and Recreational Fishing Prohibited
945,9000,NF,NA,NA,NA,Saltar's Point Beach,NA,USA,USA,US-WA,Conservation Area,Conservation Area,National,1,Designated,2000,All,0.01112999879,0,0.01112999879,0,0.01814259227,No,Commercial and Recreational Fishing Prohibited
946,8999,NF,NA,NA,NA,Waketickeh Creek,NA,USA,USA,US-WA,Conservation Area,Conservation Area,National,1,Designated,2000,All,0.565827531,0,0.565827531,0,0.5921668259,No,Commercial and Recreational Fishing Prohibited
947,8998,NF,NA,NA,NA,City of Des Moines Park,NA,USA,USA,US-WA,Conservation Area,Conservation Area,National,1,Designated,1998,All,0.02630763894,0,0.02630763894,0,0.03725043496,No,Commercial and Recreational Fishing Prohibited
948,8997,NF,NA,NA,NA,South 239th Street Park,NA,USA,USA,US-WA,Conservation Area,Conservation Area,National,1,Designated,1998,All,0.0008012887927,0,0.0008012887927,0,0.0008285654511,No,Commercial and Recreational Fishing Prohibited
949,8996,NF,NA,NA,NA,Orchard Rocks,NA,USA,USA,US-WA,Conservation Area,Conservation Area,National,1,Designated,1998,All,0.4194884331,0,0.4194884331,0,0.4194884327,No,Commercial and Recreational Fishing Prohibited
950,8995,NF,NA,NA,NA,Octopus Hole,NA,USA,USA,US-WA,Conservation Area,Conservation Area,National,1,Designated,1998,All,0.1102916618,0,0.1102916618,0,0.1318889554,No,Commercial and Recreational Fishing Prohibited
951,8993,NF,NA,NA,NA,Sund Rock,NA,USA,USA,US-WA,Conservation Area,Conservation Area,National,1,Designated,1994,All,0.2823597261,0,0.2823597261,0,0.2881056338,No,Commercial and Recreational Fishing Prohibited
952,8984,NF,NA,NA,NA,Dabob Bay,NA,USA,USA,US-WA,Natural Area Preserve,Natural Area Preserve,National,1,Designated,1987,All,0.03292391671,0,0.03292391671,0,0.7044255782,No,Commercial and Recreational Fishing Prohibited
953,8983,NF,NA,NA,NA,Brackett's Landing Shoreline Sanctuary,NA,USA,USA,US-WA,Conservation Area,Conservation Area,National,1,Designated,1970,All,0.1750346715,0,0.1750346715,0,0.189650806,No,Commercial and Recreational Fishing Prohibited
954,8845,NF,NA,NA,NA,Protection Island,NA,USA,USA,US-WA,National Wildlife Refuge,National Wildlife Refuge,National,1,Designated,1982,All,0.2420885257,1,0.2420885257,1,1.614306344,No,Commercial and Recreational Fishing Prohibited
955,8808,NF,NA,NA,NA,Grays Harbor,NA,USA,USA,US-WA,National Wildlife Refuge,National Wildlife Refuge,National,1,Designated,1990,All,6.098872846,7,6.098872846,7,7.493953636,No,Commercial and Recreational Fishing Prohibited
965,9266,NF,NA,NA,NA,Lamlash Bay,NA,GBR,GBR,Scotland,No Take Zone,NA,National,1,Designated,2008,All,2.423497512,2.67,2.423497512,0,2.480023577,No,All fishing prohibited
980,15498,NF,NA,NA,NA,Sonarchar,সোনারচর,BGD,BGD,BD-51,Wildlife Sanctuary,Wildlife Sanctuary,National,1,Designated,2011,All,4.339168014,0,4.339168014,20,19.62664762,No,NA
981,15497,NF,NA,NA,NA,Kuakata,কুয়াকাটা,BGD,BGD,BD-51,National Park,National Park,National,1,Designated,2010,All,1.341532145,0,1.341532145,16,11.66245518,No,NA
982,15496,NF,NA,NA,NA,Tengragiri,টেঙ্গরাগিরি,BGD,BGD,BD-02,Wildlife Sanctuary,Wildlife Sanctuary,National,1,Designated,2010,All,5.652844682,0,5.652844682,40,34.4760294,No,NA
1009,1109,NF,NA,NA,NA,Tillongchang Island,Tillongchang Island,IND,IND,IN-AN,Sanctuary,Sanctuary,National,2,Designated,1977,All,29.40113468,19,29.40113468,36,33.44658522,Unknown,NA
1010,1108,NF,NA,NA,NA,Interview Island,Interview Island,IND,IND,IN-AN,Sanctuary,Sanctuary,National,1,Designated,1977,All,35.65935424,23,35.65935424,133,115.0627841,Unknown,NA
1011,1107,NF,NA,NA,NA,Battimalv Island,Battimalv Island,IND,IND,IN-AN,Sanctuary,Sanctuary,National,1,Designated,1977,All,2.430969871,2,2.430969871,5,4.197766556,Unknown,NA
1012,1106,NF,NA,NA,NA,Barren Island,Barren Island,IND,IND,IN-AN,Sanctuary,Sanctuary,National,1,Designated,1977,All,5.944941429,3,5.944941429,11,11.8088936,Unknown,NA
1013,789,NF,NA,NA,NA,Mahatma Gandhi Marine,Mahatma Gandhi Marine,IND,IND,IN-AN,National Park,National Park,National,1,Designated,1983,All,228.7205142,265,228.7205142,281,311.3737647,Unknown,NA
1014,739,NF,NA,NA,NA,Mount Harriett,Mount Harriett,IND,IND,IN-AN,National Park,National Park,National,1,Designated,1987,All,22.09690842,9,22.09690842,46,55.67344466,Unknown,NA
1016,459,NF,NA,NA,NA,Haliday Island,Haliday Island,IND,IND,IN-WB,Sanctuary,Sanctuary,National,1,Designated,1976,All,2.883426648,2,2.883426648,5,4.861904177,Unknown,NA
1017,458,NF,NA,NA,NA,Lothian Island,Lothian Island,IND,IND,IN-WB,Sanctuary,Sanctuary,National,1,Designated,1976,All,4.17059331,2,4.17059331,38,23.11789947,Unknown,NA
1018,457,NF,NA,NA,NA,Gulf of Kutch,Gulf of Kutch,IND,IND,IN-GJ,Marine National Park,Marine National Park,National,1,Designated,1982,All,682.621441,710,682.621441,873,820.1281253,Unknown,NA
1022,449,NF,NA,NA,NA,Char Kukri-Mukri,চর কুকরী মুকরী,BGD,BGD,BD-07,Wildlife Sanctuary,Wildlife Sanctuary,National,1,Designated,1981,All,5.918482111,15,5.918482111,0,50.61106542,No,NA
1024,230,NF,NA,NA,NA,Coringa,Coringa,IND,IND,IN-AP,Sanctuary,Sanctuary,National,1,Designated,1978,All,112.0398847,100,112.0398847,235,137.5475721,Unknown,NA
1025,68808342,NF,NA,NA,NA,Cap de Creus,NA,ESP,ESP,NA,Parc Natural,Natural Park,National,1,Designated,1996,Part,0,30.73,28.87522991,138.86,138.5574268,Some Restrictions,No fishing allowed within the integral nature reserve and restricted to rod and reel within the partial nature reserves.
1026,68808338,NF,NA,NA,NA,Calanques,NA,FRA,FRA,NA,"Parc National, zones de non prelevement","National Park, non-harvested areas",National,1,Designated,2012,All,45.23794702,46.34,45.23794702,0,46.75635853,No,NA
1027,7705197,NF,NA,NA,NA,Port-Cros,Port-Cros,FRA,FRA,FR-U,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,1,Adopted,2001,Part,1.238981201,12,12.38981201,19,19.82873994,Some Restrictions,"Within the peripherial area spearfishing is forbidden, while recreational and professional fishing are regulated."
1029,15122,NF,NA,NA,NA,Calanques,Calanques,FRA,FRA,Not Reported,"Parc National, Zone Cœur",National Park - Core Area,National,1,Designated,2012,Not Reported,0,436,432.1522554,519,519.6654435,Some Restrictions,NA
1030,14402,NF,NA,NA,NA,Punta Campanella,Punta Campanella,ITA,ITA,IT-72,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,2,Adopted,2009,Part,1,15,13.88772545,15,15.24467247,Unknown,NA
1032,14386,NF,NA,NA,NA,Capo Carbonara,Capo Carbonara,ITA,ITA,ITG2,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,2,Adopted,2012,Part,3,85,85.27731067,85,86.35372312,Unknown,NA
1033,14384,NF,NA,NA,NA,Porto Cesareo,Porto Cesareo,ITA,ITA,ITF4,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,2,Adopted,1997,Part,1,166,164.1565514,166,165.0083281,Unknown,NA
1034,11888,NF,NA,NA,NA,Area Marina Protetta Plemmirio,Area Marina Protetta Plemmirio,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,2,Designated,2004,Part,0.8,24,23.72171763,24,24.28560404,Unknown,"Fishing is prohibited in the core area, fishing is regulated in the buffer zone"
1035,11631,NF,NA,NA,NA,Cap De Creus,Cap De Creus,ESP,ESP,ES-CT,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,1,Adopted,2001,Part,2.886947046,30,28.86947046,33,138.4574516,Unknown,NA
1037,10904,NF,NA,NA,NA,Parco Sommerso Di Baia,Parco Sommerso Di Baia,ITA,ITA,Not Reported,Altri,Others,National,1,Designated,2002,Part,0.1641472057,1,1.641472057,1,1.792184629,Unknown,NA
1038,10903,NF,NA,NA,NA,Parco Sommerso Di Gaiola,Parco Sommerso Di Gaiola,ITA,ITA,Not Reported,Altri,Others,National,1,Designated,2002,Part,0.03228308201,0,0.3228308201,0,0.4307722052,Unknown,NA
1039,10862,NF,NA,NA,NA,Bouches De Bonifacio,Bouches De Bonifacio,FRA,FRA,Not Reported,Réserve Naturelle De Corse,Corsican Nature Reserve,National,2,Designated,1999,Part,35,790,790.7493854,794,797.8094901,Some Restrictions,Some fishing restrictions in the zones of protection renforcee and no extraction of any sort (aside from some local squid fishing seasonally) in the no-harvest zones (zone de non prevelement)
1041,7255,NF,NA,NA,NA,Portofino,Portofino,ITA,ITA,ITC3,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,1,Adopted,2005,Part,0.2975174179,3,2.975174179,3,3.62137102,Unknown,NA
1042,7250,NF,NA,NA,NA,Illes Columbretes,Illes Columbretes,ESP,ESP,ES-VC,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,2,Adopted,2001,Part,0.03112,122,122.352841,123,122.639006,Unknown,NA
1043,7249,NF,NA,NA,NA,Islas Medas,Islas Medas,ESP,ESP,ES-CT,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,2,Adopted,2001,Part,0.93,5,5.630581401,6,6.003985122,Unknown,NA
1045,6820,NF,NA,NA,NA,Archipel De La Galite,Archipel De La Galite,TUN,TUN,Not Reported,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,1,Adopted,2001,Part,8.213421902,6,82.13421902,27,91.15988931,Unknown,NA
1046,6360,NF,NA,NA,NA,Tombant à corail des Spélugues,Tombant à corail des Spélugues,MCO,MCO,Not Reported,Marine Reserve,Marine Reserve,National,2,Designated,1986,All,0.01188297077,0,0.01188297077,0,0.01296719045,No,"All fishing activities, including underwater fishing is prohibited in this zone"
1048,5197,NF,NA,NA,NA,Port-Cros,Port-Cros,FRA,FRA,FR-U,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,1,Adopted,2001,Not Reported,0,12,12.38981201,19,19.82873994,Some Restrictions,"Within the peripherial area spearfishing is forbidden, while recreational and professional fishing are regulated."
1050,4208,NF,NA,NA,NA,Wadi El-Gemal - Hamata,Wadi El-Gemal - Hamata,EGY,EGY,"EG-BA
",Ù…ØªÙ†Ø²Ù‡ ÙˆØ·Ù†ÙŠ,National Park,National,1,Designated,2003,Part,306,2100,2039.185246,7450,6869.438288,Some Restrictions,"There is some indication no-take zones are intended for the site but can't find any definitive maps. 
marine portion: 1,600  km²,  in which three NTZs cover 305.57 km²"
1052,3400,NF,NA,NA,NA,Area Naturale Marina Protetta Capo Gallo - Isola Delle Femmine,Area Naturale Marina Protetta Capo Gallo - Isola Delle Femmine,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,1,Designated,2002,Part,2.125985052,21,21.25985052,21,21.785763,Unknown,"Fishing is prohibited in the core area, fishing is regulated in the buffer zone"
1053,3398,NF,NA,NA,NA,Area Naturale Marina Protetta Capo Carbonara,Area Naturale Marina Protetta Capo Carbonara,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,2,Designated,1998,Part,3.32,86,85.27707604,143,86.35363578,Unknown,NA
1054,3396,NF,NA,NA,NA,Area Naturale Marina Protetta Isole Di Ventotene E Santo Stefano,Area Naturale Marina Protetta Isole Di Ventotene E Santo Stefano,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,2,Designated,1997,Part,4.1,27,27.45004301,27,27.92336423,Unknown,NA
1055,3300,NF,NA,NA,NA,Parco Nazionale Dell'Arcipelago Di La Maddalena,Parco Nazionale Dell'Arcipelago Di La Maddalena,ITA,ITA,Not Reported,Parco Nazionale,National Park,National,1,Designated,1994,Part,18.1,131,121.1569663,201,175.5344998,Unknown,NA
1056,2919,NF,NA,NA,NA,Iles Cerbicale,Iles Cerbicale,FRA,FRA,Not Reported,Réserve Naturelle de la collectivité territoriale de Corse,Corsican Nature Reserve,National,1,Designated,1981,Not Reported,0,0.36,0.0225295487,0.36,0.4277452695,No,"Docking, fishing and hunting are prohibited in effect. Diving is allowed."
1057,1906,NF,NA,NA,NA,Abu Gallum,محمية أبو جالوم,EGY,EGY,"EG-JS
",Multiple Use Management Area,Multiple Use Management Area,National,1,Designated,1996,Part,52.72,320,130.1851081,400,417.2970084,Unknown,NA
1058,1905,NF,NA,NA,NA,Nabq,محمية نبق,EGY,EGY,"EG-JS
",Multiple Use Management Area,Multiple Use Management Area,National,1,Designated,1996,Part,97,122,90.4171215,600,503.2083868,Some Restrictions,"Although development and fishing is restricted within Nabq MRPA, artisanal fishing by the local Bedouin population is permitted using traditional methods. The subsistence fishery for herbivorous fish (Scaridae, Siganidae, Acanthuridae) occurs mostly on t"
1059,1850,NF,NA,NA,NA,Parco Nazionale Dell' Arcipelago Toscano,Parco Nazionale Dell' Arcipelago Toscano,ITA,ITA,Not Reported,Parco Nazionale,National Park,National,1,Designated,1989,Part,16.48868538,139,164.8868538,736,181.3546383,Unknown,NA
1060,1267,NF,NA,NA,NA,Area Marina Protetta Isola Di Ustica,Area Marina Protetta Isola Di Ustica,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,2,Designated,1986,Part,15.86549108,159,158.6549108,159,159.2372784,Unknown,NA
